,Hugo_Symbol,count,Response
0,ZFHX4,0.33500837520938026,Responder
1,TTN,0.33500837520938026,Responder
2,MUC16,0.30709101060859856,Responder
3,TP53,0.27917364600781686,Responder
4,RYR2,0.25125628140703515,Responder
365,KEAP1,0.05583472920156338,Responder
0,RYR2,0.4352557127312296,Non-Responder
1,TP53,0.4352557127312296,Non-Responder
2,TTN,0.4352557127312296,Non-Responder
3,MUC16,0.3264417845484222,Non-Responder
4,KEAP1,0.3264417845484222,Non-Responder
